Rut,Actividad,Timestamp,Tipo alerta,Alerta real,Tipo revisión,PPA,PPS,Periodo admisión,Tipo admisión,Sexo,Vigencia,Región,Establecimiento educacional,Ptj NEM,Ptj Ranking,Ptj Selección,Preferencia,Puesto ingreso,Estado Civil,Vive con,Sistema de Salud
76,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
77,Alert semester 1,01-2019,"28a,28b",True,,3.2,3.2,201920,60 - PSU,F,No vigente,IV R. de Coquimbo,Municipal,509,120,528,2,54,C - Casado,,Isapre Fund Salud Trab BcoEsta
77,Alert semester 2,08-2019,"28c,28d",True,,3.42,3.65,,,,,,,,,,,,,,
77,Alert semester 3,01-2020,28e,True,,2.96,2.02,,,,,,,,,,,,,,
77,Alert semester 4,08-2020,28e,True,,3.15,3.72,,,,,,,,,,,,,,
77,Expelled,12-2020,,,,,,,,,,,,,,,,,,,
90,Stopout semester 1,01-2019,,,,,,201920,60 - PSU,F,Vigente,I R. de Tarapaca,Particular Subvencionado,120,455,327,1,855,,Hogar de menores,Isapre Chuquicamata
90,No Alert semester 2,08-2019,,,,5.43,5.43,,,,,,,,,,,,,,
90,No Alert semester 3,01-2020,,,,5.3,5.17,,,,,,,,,,,,,,
90,No Alert semester 4,08-2020,,,,5.59,6.16,,,,,,,,,,,,,,
90,No Alert semester 5,01-2021,,,,5.49,5.2,,,,,,,,,,,,,,
90,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
91,Alert semester 1,01-2019,"28a,28b",True,,3.25,3.25,201920,60 - PSU,F,Vigente,XIV R. de los Rios,Municipal,118,364,682,1,719,D - Divorciado,Uno De Los Padres,Isapre San Lorenzo Ltda.
91,No Alert semester 2,08-2019,,,,4.88,6.5,,,,,,,,,,,,,,
91,No Alert semester 3,01-2020,,,,5.56,6.92,,,,,,,,,,,,,,
91,No Alert semester 4,08-2020,,,,5.35,4.72,,,,,,,,,,,,,,
91,No Alert semester 5,01-2021,,,,5.42,5.73,,,,,,,,,,,,,,
91,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
95,No Alert semester 1,01-2019,,,,5.06,5.06,201920,60 - PSU,M,Vigente,X R. de los Lagos,Particular Pagado,417,32,442,2,205,U - Acuerdo de Unión Civil,No Tiene,Isapre Alemana Salud S.A.
95,No Alert semester 2,08-2019,,,,5.43,5.8,,,,,,,,,,,,,,
95,No Alert semester 3,01-2020,,,,4.44,2.47,,,,,,,,,,,,,,
95,No Alert semester 4,08-2020,,,,4.29,3.81,,,,,,,,,,,,,,
95,Alert semester 5,01-2021,28e,True,,3.97,2.71,,,,,,,,,,,,,,
95,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
97,Alert semester 1,01-2019,"28a,28b",True,,2.79,2.79,201920,60 - PSU,F,Vigente,III R. de Atacama,Municipal,706,397,523,2,107,C - Casado,,Isapre Ferrosalud S.A.
97,Alert semester 2,08-2019,"28c,28d",True,,3.56,4.34,,,,,,,,,,,,,,
97,Alert semester 3,01-2020,28e,True,,3.42,3.14,,,,,,,,,,,,,,
97,Stopout semester 4,08-2020,,,,,,,,,,,,,,,,,,,
97,No Alert semester 5,01-2021,,,,4.12,6.2,,,,,,,,,,,,,,
97,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
