Rut,Actividad,Timestamp,Tipo alerta,Alerta real,Tipo revisión,PPA,PPS,Periodo admisión,Tipo admisión,Sexo,Vigencia,Región,Establecimiento educacional,Ptj NEM,Ptj Ranking,Ptj Selección,Preferencia,Puesto ingreso,Estado Civil,Vive con,Sistema de Salud
77,Alert semester 1,01-2019,"28a,28b",True,,2.02,2.02,201920,60 - PSU,M,No vigente,IX R. de la Araucanía,Particular Pagado,108,313,743,2,280,U - Acuerdo de Unión Civil,Solo (Independiente),Isapre Vida Tres S.A.
77,Alert semester 2,08-2019,"28c,28d",True,,3.11,4.2,,,,,,,,,,,,,,
77,Alert semester 3,01-2020,28e,True,,3.71,4.9,,,,,,,,,,,,,,
77,Stopout semester 4,08-2020,,,,,,,,,,,,,,,,,,,
77,Dropout,12-2020,,,,,,,,,,,,,,,,,,,
90,Alert semester 1,01-2019,"28a,28b",True,,2.71,2.71,201920,60 - PSU,M,No vigente,XI R. de Aysen del G.C.Ibañez,Municipal,154,34,636,2,768,U - Acuerdo de Unión Civil,"Con pareja (conyuge, conviv.)",Isapre San Lorenzo Ltda.
90,Alert semester 2,08-2019,"28c,28d",True,,1.95,1.19,,,,,,,,,,,,,,
90,Dropout,12-2019,,,,,,,,,,,,,,,,,,,
91,Alert semester 1,01-2019,"28a,28b",True,,2.76,2.76,201920,60 - PSU,M,No vigente,XVI R. de Ñuble,Particular Pagado,598,393,2,2,61,,No Tiene,Isapre Ing Salud S.A.
91,Stopout semester 2,08-2019,,,,,,,,,,,,,,,,,,,
91,Dropout,12-2019,,,,,,,,,,,,,,,,,,,
95,No Alert semester 1,01-2019,,,,5.18,5.18,201920,60 - PSU,F,No vigente,XV R. de Arica y Parinacota,Particular Pagado,798,789,169,1,622,C - Casado,"Con pareja (conyuge, conviv.)",Isapre Vida Tres S.A.
95,No Alert semester 2,08-2019,,,,4.54,3.9,,,,,,,,,,,,,,
95,Stopout semester 3,01-2020,,,,,,,,,,,,,,,,,,,
95,Stopout semester 4,08-2020,,,,,,,,,,,,,,,,,,,
95,Expelled,12-2020,,,,,,,,,,,,,,,,,,,
97,Stopout semester 1,01-2019,,,,,,201920,18 - Beca Excelencia Académica,M,No vigente,IV R. de Coquimbo,Particular Pagado,791,262,733,1,265,,No Tiene,Otra Institución
97,Stopout semester 2,08-2019,,,,,,,,,,,,,,,,,,,
97,Dropout,12-2019,,,,,,,,,,,,,,,,,,,
